iter	Passed	Remaining
871	137385	256494
872	137506	256269
873	137660	256104
874	137749	255821
875	137883	255620
876	137983	255356
877	138117	255155
878	138231	254918
879	138369	254725
880	138501	254521
881	138632	254316
882	138861	254291
883	139008	254115
884	139112	253860
885	139260	253686
886	139311	253335
887	139543	253316
888	139631	253032
889	139751	252808
890	139971	252765
891	140076	252514
892	140197	252293
893	140377	252176
894	140464	251894
895	140536	251584
896	141458	252796
897	140848	251269
898	140994	251092
899	141154	250942
900	141235	250650
901	141459	250612
902	141624	250469
903	141727	250217
904	141962	250199
905	142127	250056
906	142277	249888
907	142353	249589
908	142417	249270
909	142626	249203
910	142755	248999
911	142892	248809
912	143092	248727
913	143175	248442
914	143327	248277
915	143462	248082
916	143627	247941
917	143802	247815
918	143907	247570
919	144006	247315
920	144108	247065
921	144240	246866
922	144379	246680
923	144530	246515
924	144650	246297
925	144769	246077
926	144908	245891
927	145050	245709
928	145176	245502
929	145309	245306
930	145397	245036
931	145509	244805
932	145596	244533
933	145778	244421
934	145926	244251
935	146058	244054
936	146186	243852
937	146329	243675
938	146523	243580
939	146679	243426
940	146841	243280
941	146994	243118
942	147160	242979
943	147324	242835
944	147466	242656
945	147643	242535
946	147794	242370
947	147882	242102
948	148024	241924
949	148111	241655
950	148345	241626
951	148473	241424
952	148602	241225
953	148757	241068
954	148890	240875
955	148992	240632
956	149157	240491
957	149272	240269
958	149415	240092
959	149487	239803
960	149682	239710
961	149805	239501
962	149971	239362
963	150109	239178
964	150215	238943
965	150343	238744
966	150432	238483
967	150604	238353
968	150731	238153
969	150806	237870
970	150969	237727
971	151099	237530
972	151180	237258
973	151315	237071
974	151442	236872
975	151583	236694
976	151695	236470
977	151816	236262
978	151978	236117
979	152117	235937
980	152249	235746
981	152363	235527
982	152438	235248
983	152543	235016
984	152916	235196
985	153118	235113
986	153312	235017
987	153541	234974
988	153699	234822
989	153847	234656
990	154032	234545
991	154179	234378
992	154243	234083
993	154432	233978
994	154512	233709
995	154639	233512
996	154830	233411
997	154960	233216
998	155107	233049
999	155248	232873
1000	155347	232633
1001	155490	232459
1002	155608	232248
1003	155811	232165
1004	155946	231980
1005	156112	231840
1006	156244	231652
1007	156378	231464
1008	157324	232478
1009	156673	231132
1010	156846	231003
1011	156922	230731
1012	157892	231772
1013	157243	230437
1014	157425	230322
1015	157564	230144
1016	157775	230069
1017	157898	229868
1018	158035	229685
1019	158187	229527
1020	158336	229362
1021	158502	229224
1022	158771	229233
1023	158920	229069
1024	159140	229007
1025	159242	228774
1026	159438	228678
1027	159690	228662
1028	159945	228648
1029	160150	228564
1030	160328	228441
1031	160556	228388
1032	160648	228143
1033	160832	228027
1034	161037	227941
1035	161165	227746
1036	161297	227557
1037	161400	227328
1038	161498	227092
1039	161665	226953
1040	161810	226783
1041	161957	226616
1042	162077	226411
1043	161043	164093	1044	162464	226205
1045	161045	164405	1046	162801	225931
1047	162930	225739
1048	161048	164858	1049	163168	225327
1050	163353	225212
1051	163466	224999
1052	163651	224884
1053	161053	165617	1054	161054	165749	1055	161055	165913	1056	161056	166076	1057	161057	166213	1058	161058	166427	1059	161059	166511	1060	164831	223555
1061	161061	166888	1062	161062	167055	1063	161063	167176	1064	161064	167298	225420
1065	167461	225272
1066	167654	225162
1067	167702	224859
1068	167841	1069	161069	167941	1070	161070	168091	224278
1071	168133	1072	161072	168290	1073	166574	221169
1074	161074	168521	1075	161075	168627	1076	161076	168788	1077	161077	168930	1078	161078	169060	1079	161079	169170	1080	161080	169391	1081	161081	169531	1082	161082	169648	1083	161083	169765	1084	161084	169922	1085	161085	170024	1086	161086	170161	1087	161087	170288	1088	168573	218417
1089	168736	218273
1090	168942	218185
1091	169031	217945
1092	169197	217805
1093	169298	217581
1094	169445	217417
1095	169582	217239
1096	161096	171499	1097	161097	171645	1098	161098	171763	1099	170123	216520
1100	170197	216264
1101	170377	216140
1102	170488	215932
1103	171103	172405	1104	170739	215549
1105	171105	172752	1106	171106	172896	1107	171107	173092	1108	171108	173180	1109	171109	173276	1110	171110	173443	1111	171111	173579	1112	171112	173755	1113	171113	173855	1114	171114	174054	1115	171115	174273	1116	171116	174420	1117	171117	174556	1118	171118	174708	1119	171119	174814	1120	171120	174939	1121	171121	175024	1122	173312	212512
1123	171123	175254	1124	173594	212171
1125	173763	212034
1126	173861	211811
1127	171127	175887	1128	171128	176006	1129	171129	176107	1130	171130	176284	1131	171131	176407	213185
1132	176574	213042
1133	176698	212848
1134	176838	212674
1135	177017	212545
1136	177138	212348
1137	177276	212171
1138	177400	211977
1139	177465	1140	171140	177648	211590
1141	177735	211352
1142	177867	211169
1143	178007	210994
1144	178195	210878
1145	178312	210676
1146	178444	210493
1147	178614	210353
1148	178772	210201
1149	178923	210040
1150	179097	209906
1151	179252	209749
1152	179427	209617
1153	179594	209474
1154	179759	209330
1155	179872	209125
1156	180005	208943
1157	180204	208838
1158	180384	208710
1159	180442	208442
1160	180649	208346
1161	180787	208169
1162	180959	208033
1163	181088	207846
1164	181266	207717
1165	181402	207539
1166	181570	207398
1167	181726	207243
1168	181922	207133
1169	182082	206983
1170	182234	206822
1171	182311	1172	181172	182554	206521
1173	182719	206376
1174	182804	206140
1175	182996	206026
1176	183150	205869
1177	183256	205658
1178	183507	205609
1179	183752	205553
1180	183902	205391
1181	184134	205320
1182	184396	205283
1183	184548	205123
1184	184731	204997
1185	184833	204781
1186	184962	204596
1187	185250	204585
1188	185401	204424
1189	185658	204380
1190	185812	204221
1191	186012	204114
1192	186229	204024
1193	186291	203765
1194	186455	203618
1195	186718	203579
1196	187011	203572
1197	187156	203404
1198	187323	203259
1199	187555	203185
1200	188124	203475
1201	188196	203227
1202	188629	1203	181203	189254	203716
1204	189394	203540
1205	189857	203711
1206	190026	203565
1207	190210	203436
1208	190251	203154
1209	190347	202932
1210	190448	202715
1211	190621	202574
1212	190688	202321
1213	190782	202097
1214	190953	201955
1215	191493	202202
1216	191675	202070
1217	191801	201879
1218	192114	201885
1219	192351	201811
1220	192462	201605
1221	192596	201422
1222	192733	201242
1223	192837	201030
1224	192953	200829
1225	193093	200652
1226	193433	200685
1227	193805	200750
1228	193988	200618
1229	194325	200645
1230	194535	200540
1231	194857	200551
1232	194933	200308
1233	195088	200147
1234	195307	200051
1235	195434	199861
1236	195655	199768
1237	195833	199629
1238	196056	199537
1239	196192	199356
1240	196461	199310
1241	196614	199147
1242	196734	198950
1243	196818	198717
1244	196883	198464
1245	196984	198249
1246	197481	198431
1247	197667	198301
1248	197849	198166
1249	197951	197951
1250	198015	197699
1251	198132	197499
1252	198211	197261
1253	198300	197034
1254	198396	196815
1255	198508	196612
1256	198985	196768
1257	199328	196793
1258	199418	196567
1259	199517	196350
1260	199686	196203
1261	199766	195967
1262	199877	195762
1263	200424	195985
1264	200695	195936
1265	200956	195877
1266	201117	195720
1267	201423	195704
1268	201584	195548
1269	201686	195334
1270	201988	195313
1271	202132	195140
1272	202253	194945
1273	202722	195084
1274	202957	194998
1275	203094	194817
1276	203193	194601
1277	203308	194400
1278	203681	194444
1279	203783	1280	201280	203894	1281	201281	204063	193876
1282	204194	1283	201283	204430	1284	201284	204679	193529
1285	204759	193295
1286	204853	193074
1287	204969	192874
1288	205057	1289	201289	205191	192466
1290	205318	1291	201291	205529	1292	201292	205674	1293	201293	205778	1294	201294	205897	1295	201295	205974	1296	201296	206128	1297	201297	206346	191085
1298	206485	1299	201299	206650	1300	204754	188701
1301	201301	206957	1302	201302	207223	1303	201303	207396	1304	205543	188217
1305	201305	207717	1306	205877	187919
1307	205984	187716
1308	206383	187779
1309	206480	187565
1310	206777	187535
1311	206911	187355
1312	207058	187188
1313	207177	186995
1314	207339	186842
1315	207542	186725
1316	207647	186519
1317	207805	186362
1318	207909	186157
1319	208012	185950
1320	208176	185798
1321	208282	185594
1322	208413	185414
1323	208513	185205
1324	208619	185002
1325	208759	184829
1326	208815	184582
1327	208956	184410
1328	209122	184260
1329	201329	211346	1330	209361	183879
1331	201331	211602	1332	209686	183573
1333	209845	183418
1334	210114	183358
1335	210217	183153
1336	210324	182952
1337	210419	182740
1338	210510	182526
1339	210633	182339
1340	210724	182125
1341	210830	181923
1342	210951	181735
1343	211056	181533
1344	211126	181302
1345	211240	181108
1346	211333	180896
1347	211395	180658
1348	211502	180459
1349	211589	180242
1350	211658	180011
1351	211747	179797
1352	212137	179838
1353	212251	179646
1354	212483	179552
1355	212694	179441
1356	212819	179257
1357	212980	179104
1358	213066	178887
1359	213127	178650
1360	213232	178450
1361	213307	178226
1362	213427	178039
1363	213475	177791
1364	213618	177624
1365	213713	177416
1366	213788	177192
1367	213878	176981
1368	213938	176745
1369	214038	176542
1370	214139	176341
1371	214235	176135
1372	214336	175933
1373	214382	175687
1374	214467	175473
1375	214533	175243
1376	214611	175024
1377	214693	174808
1378	214788	174603
1379	214847	174368
1380	214930	174154
1381	215021	173946
1382	215080	173713
1383	215192	173522
1384	215239	173279
1385	215306	173053
1386	215381	172833
1387	215448	172607
1388	215546	172406
1389	215611	172179
1390	215688	171961
1391	215764	171743
1392	215867	171547
1393	215944	171330
1394	216053	171139
1395	216135	170926
1396	216205	170704
1397	216262	170472
1398	216387	170294
1399	216472	170085
1400	216610	169917
1401	216712	169722
1402	216773	169494
1403	216846	169276
1404	216915	169054
1405	217003	168848
1406	217119	168665
1407	217195	168450
1408	217271	168235
1409	217352	168024
1410	217413	167798
1411	217478	167575
1412	217554	167361
1413	217645	167159
1414	217713	166939
1415	217808	166740
1416	217988	166606
1417	218071	166398
1418	218142	166182
1419	218274	166011
1420	218357	165804
1421	218455	165608
1422	218579	165432
1423	218669	165230
1424	218729	165006
1425	218801	164791
1426	218863	164569
1427	218960	164373
1428	219036	164162
1429	219126	163962
1430	219225	163768
1431	219292	163550
1432	219392	163357
1433	219488	163162
1434	219559	162948
1435	219656	162753
1436	219748	162555
1437	219850	162365
1438	219919	162150
1439	220010	161952
1440	220129	161774
1441	220202	161563
1442	220299	161370
1443	220378	161163
1444	220445	160948
1445	220538	160751
1446	220625	160552
1447	220740	160371
1448	220831	160174
1449	220894	159957
1450	220955	159739
1451	221077	159565
1452	221159	159362
1453	221201	159130
1454	221261	158912
1455	221352	158717
1456	221429	158511
1457	221504	158304
1458	221642	158142
1459	221687	157914
1460	221753	157701
1461	221917	157558
1462	221993	157352
1463	222081	157156
1464	222171	156960
1465	222271	156772
1466	222352	156571
1467	222433	156370
1468	222491	156152
1469	222572	155952
1470	222698	155783
1471	222787	155587
1472	222891	155403
1473	222971	155202
1474	223032	154989
1475	223090	154772
1476	223189	154585
1477	223271	154386
1478	223398	154218
1479	223468	154011
1480	223545	153809
1481	223596	153590
1482	223709	153413
1483	223798	153220
1484	223891	153029
1485	223977	152835
1486	224060	152638
1487	224149	152445
1488	224234	152250
1489	224320	152056
1490	224381	151844
1491	224459	151645
1492	224559	151461
1493	224686	151295
1494	224771	151100
1495	224867	150913
1496	224958	150723
1497	225041	150528
1498	225124	150333
1499	225210	150140
1500	225271	149930
1501	225348	149732
1502	225451	149551
1503	225528	149352
1504	225611	149158
1505	225663	148944
1506	225748	148751
1507	225850	148569
1508	225902	148355
1509	225969	148152
1510	226088	147982
1511	226183	147797
1512	226254	147596
1513	226320	147392
1514	226445	147227
1515	226534	147038
1516	226591	146828
1517	226749	146684
1518	226843	146499
1519	226933	146312
1520	227003	146112
1521	227063	145905
1522	227163	145724
1523	227254	145538
1524	227322	145337
1525	227398	145141
1526	227459	144936
1527	227582	144771
1528	227656	144574
1529	227752	144392
1530	227840	144204
1531	227919	144011
1532	228021	143833
1533	228098	143639
1534	228186	143452
1535	228263	143259
1536	228327	143057
1537	228395	142858
1538	228486	142673
1539	228616	142514
1540	228676	142310
1541	228766	142126
1542	228845	141934
1543	228976	141775
1544	229057	141585
1545	229143	141398
1546	229225	141209
1547	229295	141013
1548	229394	140835
1549	229495	140658
1550	229556	140457
1551	229616	140255
1552	229666	140047
1553	229746	139858
1554	229821	139666
1555	229900	139476
1556	229956	139273
1557	230047	139091
1558	230123	138900
1559	230193	138706
1560	230287	138526
1561	230352	138329
1562	230414	138130
1563	230499	137945
1564	230614	137779
1565	230690	137589
1566	230784	137410
1567	230865	137223
1568	230989	137062
1569	231127	136909
1570	231190	136712
1571	231278	136530
1572	231329	136327
1573	231401	136135
1574	231501	135961
1575	231614	135794
1576	231680	135600
1577	231751	135408
1578	231818	135214
1579	231921	135042
1580	231991	134851
1581	232058	134658
1582	232130	134468
1583	232208	134282
1584	232293	134099
1585	232382	133920
1586	232477	133744
1587	232570	133566
1588	232658	133387
1589	232742	133204
1590	232819	133018
1591	232904	132837
1592	232969	132644
1593	233071	132473
1594	233160	132294
1595	233228	132104
1596	233301	131917
1597	233369	131726
1598	233472	131556
1599	233540	131366
1600	233634	131191
1601	233708	131005
1602	233780	130818
1603	233875	130643
1604	233966	130467
1605	234078	130302
1606	234154	130118
1607	234242	129940
1608	234309	129751
1609	234352	129549
1610	234429	129365
1611	234502	129180
1612	234563	128988
1613	234644	128807
1614	234711	128619
1615	234772	128427
1616	234898	128271
1617	234975	128089
1618	235092	127928
1619	235231	127779
1620	235316	127602
1621	235382	127413
1622	235451	127227
1623	235521	127042
1624	235612	126868
1625	235722	126704
1626	235841	126545
1627	235937	126374
1628	236021	126196
1629	236096	126014
1630	236157	125825
1631	236232	125643
1632	236313	125464
1633	236421	125300
1634	236524	125133
1635	236581	124942
1636	236649	124757
1637	236752	124591
1638	236867	124431
1639	236949	124253
1640	237019	124070
1641	237123	123905
1642	237186	123718
1643	237313	123564
1644	237370	123374
1645	237480	123212
1646	237535	123022
1647	237641	122858
1648	237707	122673
1649	237807	122506
1650	237894	122333
1651	237975	122156
1652	238049	121976
1653	238136	121803
1654	238392	121717
1655	238588	121599
1656	238789	121484
1657	238996	121372
1658	239141	121228
1659	239204	121043
1660	239320	120885
1661	239629	120824
1662	239693	120639
1663	239946	120550
